time,front_x
0.0025,7.5e-05
0.005,7.5e-05
0.0075,7.5e-05
0.01,7.5e-05
0.0125,7.5e-05
0.015,0.000125
0.0175,0.000125
0.02,0.000125
0.0225,0.000125
0.025,0.000125
0.0275,0.000125
0.03,0.000125
0.0325,0.000125
0.035,0.000125
0.0375,0.000125
0.04,0.000125
0.0425,0.000125
0.045,0.000125
0.0475,0.000125
0.05,0.000175
0.0525,0.000175
0.055,0.000175
0.0575,0.000175
0.06,0.000175
0.0625,0.000175
0.065,0.000175
0.0675,0.000175
0.07,0.000175
0.0725,0.000175
0.075,0.000175
0.0775,0.000175
0.08,0.000175
0.0825,0.000175
0.085,0.000175
0.0875,0.000175
0.09,0.000175
0.0925,0.000175
0.095,0.000175
0.0975,0.000175
0.1,0.000175
0.1025,0.000175
0.105,0.000225
0.1075,0.000225
0.11,0.000225
0.1125,0.000225
0.115,0.000225
0.1175,0.000225
0.12,0.000225
0.1225,0.000225
0.125,0.000225
0.1275,0.000225
0.13,0.000225
0.1325,0.000225
0.135,0.000225
0.1375,0.000225
0.14,0.000225
0.1425,0.000225
0.145,0.000225
0.1475,0.000225
0.15,0.000225
0.1525,0.000225
0.155,0.000225
0.1575,0.000225
0.16,0.000225
0.1625,0.000225
0.165,0.000225
0.1675,0.000225
0.17,0.000225
0.1725,0.000225
0.175,0.000225
0.1775,0.000225
0.18,0.000275
0.1825,0.000275
0.185,0.000275
0.1875,0.000275
0.19,0.000275
0.1925,0.000275
0.195,0.000275
0.1975,0.000275
0.2,0.000275
0.2025,0.000275
0.205,0.000275
0.2075,0.000275
0.21,0.000275
0.2125,0.000275
0.215,0.000275
0.2175,0.000275
0.22,0.000275
0.2225,0.000275
0.225,0.000275
0.2275,0.000275
0.23,0.000275
0.2325,0.000275
0.235,0.000275
0.2375,0.000275
0.24,0.000275
0.2425,0.000275
0.245,0.000275
0.2475,0.000275
0.25,0.000275
0.2525,0.000275
0.255,0.000275
0.2575,0.000275
0.26,0.000275
0.2625,0.000275
0.265,0.000275
0.2675,0.000275
0.27,0.000275
0.2725,0.000325
0.275,0.000325
0.2775,0.000325
0.28,0.000325
0.2825,0.000325
0.285,0.000325
0.2875,0.000325
0.29,0.000325
0.2925,0.000325
0.295,0.000325
0.2975,0.000325
0.3,0.000325
0.3025,0.000325
0.305,0.000325
0.3075,0.000325
0.31,0.000325
0.3125,0.000325
0.315,0.000325
0.3175,0.000325
0.32,0.000325
0.3225,0.000325
0.325,0.000325
0.3275,0.000325
0.33,0.000325
0.3325,0.000325
0.335,0.000325
0.3375,0.000325
0.34,0.000325
0.3425,0.000325
0.345,0.000325
0.3475,0.000325
0.35,0.000325
0.3525,0.000325
0.355,0.000325
0.3575,0.000325
0.36,0.000325
0.3625,0.000325
0.365,0.000325
0.3675,0.000325
0.37,0.000325
0.3725,0.000325
0.375,0.000325
0.3775,0.000325
0.38,0.000325
0.3825,0.000375
0.385,0.000375
0.3875,0.000375
0.39,0.000375
0.3925,0.000375
0.395,0.000375
0.3975,0.000375
0.4,0.000375
0.4025,0.000375
0.405,0.000375
0.4075,0.000375
0.41,0.000375
0.4125,0.000375
0.415,0.000375
0.4175,0.000375
0.42,0.000375
0.4225,0.000375
0.425,0.000375
0.4275,0.000375
0.43,0.000375
0.4325,0.000375
0.435,0.000375
0.4375,0.000375
0.44,0.000375
0.4425,0.000375
0.445,0.000375
0.4475,0.000375
0.45,0.000375
0.4525,0.000375
0.455,0.000375
0.4575,0.000375
0.46,0.000375
0.4625,0.000375
0.465,0.000375
0.4675,0.000375
0.47,0.000375
0.4725,0.000375
0.475,0.000375
0.4775,0.000375
0.48,0.000375
0.4825,0.000375
0.485,0.000375
0.4875,0.000375
0.49,0.000375
0.4925,0.000375
0.495,0.000375
0.4975,0.000375
0.5,0.000375
0.5025,0.000375
0.505,0.000375
0.5075,0.000375
0.51,0.000375
0.5125,0.000425
0.515,0.000425
0.5175,0.000425
0.52,0.000425
0.5225,0.000425
0.525,0.000425
0.5275,0.000425
0.53,0.000425
0.5325,0.000425
0.535,0.000425
0.5375,0.000425
0.54,0.000425
0.5425,0.000425
0.545,0.000425
0.5475,0.000425
0.55,0.000425
0.5525,0.000425
0.555,0.000425
0.5575,0.000425
0.56,0.000425
0.5625,0.000425
0.565,0.000425
0.5675,0.000425
0.57,0.000425
0.5725,0.000425
0.575,0.000425
0.5775,0.000425
0.58,0.000425
0.5825,0.000425
0.585,0.000425
0.5875,0.000425
0.59,0.000425
0.5925,0.000425
0.595,0.000425
0.5975,0.000425
0.6,0.000425
0.6025,0.000425
0.605,0.000425
0.6075,0.000425
0.61,0.000425
0.6125,0.000425
0.615,0.000425
0.6175,0.000425
0.62,0.000425
0.6225,0.000425
0.625,0.000425
0.6275,0.000425
0.63,0.000425
0.6325,0.000425
0.635,0.000425
0.6375,0.000425
0.64,0.000425
0.6425,0.000425
0.645,0.000425
0.6475,0.000425
0.65,0.000425
0.6525,0.000425
0.655,0.000425
0.6575,0.000425
0.66,0.000475
0.6625,0.000475
0.665,0.000475
0.6675,0.000475
0.67,0.000475
0.6725,0.000475
0.675,0.000475
0.6775,0.000475
0.68,0.000475
0.6825,0.000475
0.685,0.000475
0.6875,0.000475
0.69,0.000475
0.6925,0.000475
0.695,0.000475
0.6975,0.000475
0.7,0.000475
0.7025,0.000475
0.705,0.000475
0.7075,0.000475
0.71,0.000475
0.7125,0.000475
0.715,0.000475
0.7175,0.000475
0.72,0.000475
0.7225,0.000475
0.725,0.000475
0.7275,0.000475
0.73,0.000475
0.7325,0.000475
0.735,0.000475
0.7375,0.000475
0.74,0.000475
0.7425,0.000475
0.745,0.000475
0.7475,0.000475
0.75,0.000475
0.7525,0.000475
0.755,0.000475
0.7575,0.000475
0.76,0.000475
0.7625,0.000475
0.765,0.000475
0.7675,0.000475
0.77,0.000475
0.7725,0.000475
0.775,0.000475
0.7775,0.000475
0.78,0.000475
0.7825,0.000475
0.785,0.000475
0.7875,0.000475
0.79,0.000475
0.7925,0.000475
0.795,0.000475
0.7975,0.000475
0.8,0.000475
0.8025,0.000475
0.805,0.000475
0.8075,0.000475
0.81,0.000475
0.8125,0.000475
0.815,0.000475
0.8175,0.000475
0.82,0.000475
0.8225,0.000475
0.825,0.000475
0.8275,0.000525
0.83,0.000525
0.8325,0.000525
0.835,0.000525
0.8375,0.000525
0.84,0.000525
0.8425,0.000525
0.845,0.000525
0.8475,0.000525
0.85,0.000525
0.8525,0.000525
0.855,0.000525
0.8575,0.000525
0.86,0.000525
0.8625,0.000525
0.865,0.000525
0.8675,0.000525
0.87,0.000525
0.8725,0.000525
0.875,0.000525
0.8775,0.000525
0.88,0.000525
0.8825,0.000525
0.885,0.000525
0.8875,0.000525
0.89,0.000525
0.8925,0.000525
0.895,0.000525
0.8975,0.000525
0.9,0.000525
0.9025,0.000525
0.905,0.000525
0.9075,0.000525
0.91,0.000525
0.9125,0.000525
0.915,0.000525
0.9175,0.000525
0.92,0.000525
0.9225,0.000525
0.925,0.000525
0.9275,0.000525
0.93,0.000525
0.9325,0.000525
0.935,0.000525
0.9375,0.000525
0.94,0.000525
0.9425,0.000525
0.945,0.000525
0.9475,0.000525
0.95,0.000525
0.9525,0.000525
0.955,0.000525
0.9575,0.000525
0.96,0.000525
0.9625,0.000525
0.965,0.000525
0.9675,0.000525
0.97,0.000525
0.9725,0.000525
0.975,0.000525
0.9775,0.000525
0.98,0.000525
0.9825,0.000525
0.985,0.000525
0.9875,0.000525
0.99,0.000525
0.9925,0.000525
0.995,0.000525
0.9975,0.000525
1,0.000525
1.0025,0.000525
1.005,0.000525
1.0075,0.000525
1.01,0.000525
1.0125,0.000525
1.015,0.000575
1.0175,0.000575
1.02,0.000575
1.0225,0.000575
1.025,0.000575
1.0275,0.000575
1.03,0.000575
1.0325,0.000575
1.035,0.000575
1.0375,0.000575
1.04,0.000575
1.0425,0.000575
1.045,0.000575
1.0475,0.000575
1.05,0.000575
1.0525,0.000575
1.055,0.000575
1.0575,0.000575
1.06,0.000575
1.0625,0.000575
1.065,0.000575
1.0675,0.000575
1.07,0.000575
1.0725,0.000575
1.075,0.000575
1.0775,0.000575
1.08,0.000575
1.0825,0.000575
1.085,0.000575
1.0875,0.000575
1.09,0.000575
1.0925,0.000575
1.095,0.000575
1.0975,0.000575
1.1,0.000575
1.1025,0.000575
1.105,0.000575
1.1075,0.000575
1.11,0.000575
1.1125,0.000575
1.115,0.000575
1.1175,0.000575
1.12,0.000575
1.1225,0.000575
1.125,0.000575
1.1275,0.000575
1.13,0.000575
1.1325,0.000575
1.135,0.000575
1.1375,0.000575
1.14,0.000575
1.1425,0.000575
1.145,0.000575
1.1475,0.000575
1.15,0.000575
1.1525,0.000575
1.155,0.000575
1.1575,0.000575
1.16,0.000575
1.1625,0.000575
1.165,0.000575
1.1675,0.000575
1.17,0.000575
1.1725,0.000575
1.175,0.000575
1.1775,0.000575
1.18,0.000575
1.1825,0.000575
1.185,0.000575
1.1875,0.000575
1.19,0.000575
1.1925,0.000575
1.195,0.000575
1.1975,0.000575
1.2,0.000575
1.2025,0.000575
1.205,0.000575
1.2075,0.000575
1.21,0.000575
1.2125,0.000575
1.215,0.000575
1.2175,0.000575
1.22,0.000625
1.2225,0.000625
1.225,0.000625
1.2275,0.000625
1.23,0.000625
1.2325,0.000625
1.235,0.000625
1.2375,0.000625
1.24,0.000625
1.2425,0.000625
1.245,0.000625
1.2475,0.000625
1.25,0.000625
1.2525,0.000625
1.255,0.000625
1.2575,0.000625
1.26,0.000625
1.2625,0.000625
1.265,0.000625
1.2675,0.000625
1.27,0.000625
1.2725,0.000625
1.275,0.000625
1.2775,0.000625
1.28,0.000625
1.2825,0.000625
1.285,0.000625
1.2875,0.000625
1.29,0.000625
1.2925,0.000625
1.295,0.000625
1.2975,0.000625
1.3,0.000625
1.3025,0.000625
1.305,0.000625
1.3075,0.000625
1.31,0.000625
1.3125,0.000625
1.315,0.000625
1.3175,0.000625
1.32,0.000625
1.3225,0.000625
1.325,0.000625
1.3275,0.000625
1.33,0.000625
1.3325,0.000625
1.335,0.000625
1.3375,0.000625
1.34,0.000625
1.3425,0.000625
1.345,0.000625
1.3475,0.000625
1.35,0.000625
1.3525,0.000625
1.355,0.000625
1.3575,0.000625
1.36,0.000625
1.3625,0.000625
1.365,0.000625
1.3675,0.000625
1.37,0.000625
1.3725,0.000625
1.375,0.000625
1.3775,0.000625
1.38,0.000625
1.3825,0.000625
1.385,0.000625
1.3875,0.000625
1.39,0.000625
1.3925,0.000625
1.395,0.000625
1.3975,0.000625
1.4,0.000625
1.4025,0.000625
1.405,0.000625
1.4075,0.000625
1.41,0.000625
1.4125,0.000625
1.415,0.000625
1.4175,0.000625
1.42,0.000625
1.4225,0.000625
1.425,0.000625
1.4275,0.000625
1.43,0.000625
1.4325,0.000625
1.435,0.000625
1.4375,0.000625
1.44,0.000625
1.4425,0.000675
1.445,0.000675
1.4475,0.000675
1.45,0.000675
1.4525,0.000675
1.455,0.000675
1.4575,0.000675
1.46,0.000675
1.4625,0.000675
1.465,0.000675
1.4675,0.000675
1.47,0.000675
1.4725,0.000675
1.475,0.000675
1.4775,0.000675
1.48,0.000675
1.4825,0.000675
1.485,0.000675
1.4875,0.000675
1.49,0.000675
1.4925,0.000675
1.495,0.000675
1.4975,0.000675
1.5,0.000675
1.5025,0.000675
1.505,0.000675
1.5075,0.000675
1.51,0.000675
1.5125,0.000675
1.515,0.000675
1.5175,0.000675
1.52,0.000675
1.5225,0.000675
1.525,0.000675
1.5275,0.000675
1.53,0.000675
1.5325,0.000675
1.535,0.000675
1.5375,0.000675
1.54,0.000675
1.5425,0.000675
1.545,0.000675
1.5475,0.000675
1.55,0.000675
1.5525,0.000675
1.555,0.000675
1.5575,0.000675
1.56,0.000675
1.5625,0.000675
